timestamp	to_transcript	from_name	chars
2026-09-01T11:48:45.438Z	30c6edb4-0990-42fe-ae25-f4e9f05c4452	?	17342
2026-08-25T09:53:41.054Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	2679
2026-08-25T10:00:35.716Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	4462
2026-08-25T10:03:26.461Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	4597
2026-08-25T10:06:59.540Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	4136
2026-08-25T10:09:26.925Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	4260
2026-08-25T10:13:01.400Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	4945
2026-08-25T12:43:21.940Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	3656
2026-08-25T18:19:35.704Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	3921
2026-08-25T18:22:58.570Z	3233f299-b102-4b7e-88a2-96de4f9e575d	planner	3639
2026-08-30T09:48:09.988Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	4088
2026-08-30T14:54:08.504Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	coder	4080
2026-08-30T14:58:59.533Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	4506
2026-08-30T15:00:42.656Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	coder	3838
2026-08-30T15:03:08.264Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3156
2026-08-30T15:05:09.853Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	2845
2026-08-30T15:17:34.647Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3670
2026-08-31T22:34:24.360Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	2250
2026-08-31T22:45:16.024Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3995
2026-08-31T23:06:01.295Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3855
2026-08-31T23:25:13.608Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	5502
2026-08-31T23:34:09.681Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	coder	3060
2026-08-31T23:45:10.198Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3101
2026-08-31T23:47:53.697Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3135
2026-08-31T23:55:17.773Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3067
2026-09-01T00:00:32.753Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	2288
2026-09-01T06:27:26.686Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3199
2026-09-01T06:28:45.013Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3122
2026-09-01T07:06:21.814Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	2931
2026-09-01T07:09:45.113Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	4757
2026-09-01T07:13:42.162Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	4462
2026-09-01T07:15:43.760Z	43397725-81eb-46cc-8c3e-9c8cf72f4852	planner	3266
2026-08-23T07:41:43.469Z	48660064-700d-444a-969c-abf4940b6156	pinakes-6d	3821
2026-09-02T07:39:00.872Z	4f60228b-66c3-48a8-b0eb-f4614e1f973a	coder	1200
2026-08-22T06:29:18.144Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	4515
2026-08-22T07:19:16.259Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	2772
2026-08-22T07:30:18.350Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	3947
2026-08-22T17:34:20.541Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	4641
2026-08-22T18:24:53.367Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	3927
2026-08-22T18:30:00.128Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	3867
2026-08-23T01:54:40.299Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	4218
2026-08-23T02:00:35.654Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	4354
2026-08-23T02:03:44.868Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	review-retrospectives-lessons	3084
2026-08-23T02:20:20.215Z	512b78f5-af21-4e7e-a1d9-ad9f9da873d1	planner-queue-review	3030
2026-08-23T01:59:25.549Z	56b3e302-d868-48c6-b3b6-e893acca2af0	fix-audit-findings	4227
2026-08-23T02:03:04.241Z	56b3e302-d868-48c6-b3b6-e893acca2af0	fix-audit-findings	4523
2026-09-01T21:00:47.529Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4111
2026-09-02T00:02:58.730Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	5170
2026-09-02T01:58:40.415Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4158
2026-09-02T02:01:53.730Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	5898
2026-09-02T02:22:31.654Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	2851
2026-09-02T02:40:15.381Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3769
2026-09-02T07:38:48.650Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	5661
2026-09-02T07:56:49.722Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4283
2026-09-02T08:04:11.721Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	2951
2026-09-02T08:05:58.775Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	2032
2026-09-02T08:09:02.117Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	2043
2026-09-02T08:28:31.518Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3395
2026-09-02T08:47:05.060Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	5321
2026-09-02T08:53:10.316Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3420
2026-09-02T08:57:28.133Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3397
2026-09-02T08:58:35.376Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	pinakes-development-overview	2829
2026-09-02T09:05:23.223Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	2692
2026-09-02T09:07:57.207Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	?	14799
2026-09-02T09:47:44.588Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3491
2026-09-02T09:51:04.187Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	?	14878
2026-09-02T10:34:39.874Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4797
2026-09-02T10:40:43.681Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	?	21195
2026-09-02T10:52:17.205Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4671
2026-09-02T11:10:27.403Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3107
2026-09-02T11:13:06.352Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	1844
2026-09-02T11:24:38.874Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4554
2026-09-02T11:36:28.967Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	5657
2026-09-02T11:41:34.777Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	?	15801
2026-09-02T16:36:22.981Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4737
2026-09-02T21:42:17.130Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	5012
2026-09-03T08:31:40.693Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3321
2026-09-03T08:55:58.774Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4331
2026-09-03T09:03:29.098Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3652
2026-09-03T09:15:58.594Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3011
2026-09-03T09:24:25.879Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	?	17640
2026-09-03T10:05:34.157Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	5380
2026-09-03T10:22:52.539Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	?	17241
2026-09-03T10:29:13.476Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3914
2026-09-03T10:40:27.851Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4484
2026-09-03T12:06:57.167Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	4076
2026-09-03T12:11:04.434Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	2509
2026-09-03T12:15:43.662Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	?	25287
2026-09-03T12:25:42.337Z	602bb9ff-14cf-4d93-987b-6fc2af30d750	coder	3510
2026-08-31T21:36:05.620Z	8082fb79-13f0-4188-a5fa-8b4a689bedaf	coder	1898
2026-08-31T22:03:32.017Z	8082fb79-13f0-4188-a5fa-8b4a689bedaf	coder	6024
2026-08-31T22:21:21.307Z	8082fb79-13f0-4188-a5fa-8b4a689bedaf	coder	3243
2026-08-31T23:53:57.977Z	8082fb79-13f0-4188-a5fa-8b4a689bedaf	optimize-adversarial-review-tokens	2705
2026-09-02T11:42:51.712Z	81188c27-100f-4dde-8919-278e295fcad5	planner	4834
2026-09-02T11:48:47.395Z	81188c27-100f-4dde-8919-278e295fcad5	planner	6533
2026-09-03T00:44:04.378Z	81188c27-100f-4dde-8919-278e295fcad5	coder	5246
2026-09-03T10:47:45.629Z	81188c27-100f-4dde-8919-278e295fcad5	planner	3868
2026-09-03T10:50:13.130Z	81188c27-100f-4dde-8919-278e295fcad5	planner	3941
2026-08-26T07:40:08.348Z	8f4c86d5-a2cf-4d2c-ad0a-eddcd74e9465	optimize-adversarial-review-tokens	3855
2026-08-23T03:10:03.168Z	916ab58e-75f7-46a4-8b64-f54b5ff537ac	planner-queue-review	3370
2026-08-23T07:40:43.366Z	916ab58e-75f7-46a4-8b64-f54b5ff537ac	planner-queue-review	1644
2026-08-23T07:42:19.807Z	916ab58e-75f7-46a4-8b64-f54b5ff537ac	planner-queue-review	4721
2026-08-23T08:27:49.536Z	916ab58e-75f7-46a4-8b64-f54b5ff537ac	planner-queue-review	6590
2026-08-23T13:02:57.068Z	916ab58e-75f7-46a4-8b64-f54b5ff537ac	planner-queue-review	3523
2026-08-23T13:30:52.672Z	916ab58e-75f7-46a4-8b64-f54b5ff537ac	planner-queue-review	2087
2026-08-23T13:38:33.380Z	916ab58e-75f7-46a4-8b64-f54b5ff537ac	planner-queue-review	3739
2026-08-21T22:28:17.496Z	962fa594-0934-4315-8cf4-08229bf8145d	review-retrospectives-lessons	1892
2026-08-21T22:57:40.796Z	962fa594-0934-4315-8cf4-08229bf8145d	review-retrospectives-lessons	1600
2026-08-31T22:44:53.723Z	9667d9e3-2d50-4cd7-b3b5-4946b7a4eda8	planner	3275
2026-08-31T22:55:23.631Z	9667d9e3-2d50-4cd7-b3b5-4946b7a4eda8	planner	3568
2026-08-31T23:00:46.410Z	9667d9e3-2d50-4cd7-b3b5-4946b7a4eda8	planner	3120
2026-09-04T10:49:14.678Z	9ef6d2f5-ef1e-4cb6-acff-33a20ccb54b2	planner	4063
2026-09-03T15:29:54.289Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4040
2026-09-03T15:57:41.574Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	5662
2026-09-03T16:16:24.418Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4383
2026-09-03T16:33:43.141Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4074
2026-09-03T17:03:53.219Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4005
2026-09-04T01:47:02.958Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	2231
2026-09-04T02:04:07.682Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4501
2026-09-04T02:36:42.668Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4792
2026-09-04T02:44:35.785Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4139
2026-09-04T02:55:46.979Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4192
2026-09-04T03:01:04.748Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	3346
2026-09-04T03:36:19.752Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4006
2026-09-04T08:23:14.753Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	3409
2026-09-04T08:36:36.524Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	3864
2026-09-04T08:44:40.337Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	3043
2026-09-04T09:07:13.684Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	3423
2026-09-04T09:15:55.735Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	3084
2026-09-04T09:30:19.470Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	4229
2026-09-04T09:51:04.719Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	3361
2026-09-04T09:55:47.369Z	9fccc3d0-ad2c-45ad-a89b-18afbf6751c6	coder	1958
2026-09-01T11:27:31.526Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	?	16501
2026-09-01T11:30:37.455Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	coder	2987
2026-09-01T11:35:50.124Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	coder	3630
2026-09-01T11:44:26.272Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	planner	2785
2026-09-01T11:56:05.011Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	planner	4994
2026-09-01T11:57:53.443Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	?	17170
2026-09-01T12:04:11.433Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	planner	3762
2026-09-01T12:05:59.951Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	planner	2831
2026-09-01T12:11:43.030Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	planner	3024
2026-09-01T12:14:32.490Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	planner	2019
2026-09-01T20:40:32.698Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	?	20060
2026-09-02T07:38:55.472Z	a2e0f9a4-8e6c-48fe-b341-dd6ac2cdd267	coder	1200
2026-09-04T11:05:30.983Z	b1c4caa7-7648-4d98-a812-a1d0b2598c75	planner	3076
2026-08-30T14:40:00.058Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	coder	4363
2026-08-30T15:01:40.117Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	optimize-adversarial-review-tokens	3284
2026-08-30T15:04:11.835Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	optimize-adversarial-review-tokens	3387
2026-08-30T15:07:50.332Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	coder	4349
2026-08-30T15:18:43.985Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	optimize-adversarial-review-tokens	3830
2026-08-30T15:20:49.576Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	coder	4185
2026-08-30T15:22:54.179Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	coder	2787
2026-08-31T21:19:57.207Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	coder	4788
2026-08-31T21:25:59.641Z	b20a558c-d7c6-46cf-bc4d-22f9113d4637	coder	3300
2026-08-24T03:03:53.508Z	b38bcd82-6b37-459d-95af-24926a723824	coder	4257
2026-08-25T00:21:21.959Z	b38bcd82-6b37-459d-95af-24926a723824	coder	6669
2026-08-25T00:34:15.537Z	b38bcd82-6b37-459d-95af-24926a723824	coder	5745
2026-08-25T00:39:24.861Z	b38bcd82-6b37-459d-95af-24926a723824	coder	6176
2026-08-25T00:44:55.973Z	b38bcd82-6b37-459d-95af-24926a723824	coder	4161
2026-08-25T00:54:39.779Z	b38bcd82-6b37-459d-95af-24926a723824	coder	5696
2026-08-25T00:59:52.293Z	b38bcd82-6b37-459d-95af-24926a723824	coder	3725
2026-09-03T09:10:08.321Z	b736dae0-5f2a-442c-ac26-825b2b5237c1	?	17517
2026-09-03T17:02:10.414Z	bfbf2497-637d-4645-9e82-53146a60c5ee	planner	4021
2026-09-03T17:04:45.302Z	bfbf2497-637d-4645-9e82-53146a60c5ee	planner	4049
2026-09-03T17:11:43.135Z	bfbf2497-637d-4645-9e82-53146a60c5ee	planner	3308
2026-09-04T01:42:09.058Z	bfbf2497-637d-4645-9e82-53146a60c5ee	planner	1993
2026-08-25T08:02:15.917Z	c12c0b59-2c58-4181-8d0b-52e376ce0088	coder	3605
2026-08-25T08:14:38.923Z	c12c0b59-2c58-4181-8d0b-52e376ce0088	coder	4830
2026-08-25T08:19:11.966Z	c12c0b59-2c58-4181-8d0b-52e376ce0088	coder	4406
2026-08-25T08:21:50.498Z	c12c0b59-2c58-4181-8d0b-52e376ce0088	coder	3942
2026-08-25T08:32:45.320Z	c12c0b59-2c58-4181-8d0b-52e376ce0088	coder	3825
2026-08-25T08:43:01.813Z	c12c0b59-2c58-4181-8d0b-52e376ce0088	coder	4090
2026-08-25T07:56:24.322Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3810
2026-08-25T08:01:17.432Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3780
2026-08-25T08:03:43.020Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3098
2026-08-25T08:06:28.507Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3043
2026-08-25T08:20:21.195Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	4188
2026-08-25T08:31:33.604Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3689
2026-08-25T08:33:46.627Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3493
2026-08-25T08:41:36.799Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3319
2026-08-25T08:51:39.411Z	c95f22bf-ece2-4f4c-b925-d29e153b7281	planner	3844
2026-08-21T07:52:36.106Z	cdcc3c5f-e8bf-4720-891f-9a78cd38729a	pinakes-ed	3610
2026-08-21T15:25:53.553Z	cdcc3c5f-e8bf-4720-891f-9a78cd38729a	pinakes-ed	2982
2026-08-21T15:28:25.209Z	cdcc3c5f-e8bf-4720-891f-9a78cd38729a	pinakes-ed	2377
2026-08-21T22:36:54.592Z	cdcc3c5f-e8bf-4720-891f-9a78cd38729a	pinakes-ed	2969
2026-08-21T22:46:37.631Z	cdcc3c5f-e8bf-4720-891f-9a78cd38729a	pinakes-ed	2954
2026-08-21T22:51:27.498Z	cdcc3c5f-e8bf-4720-891f-9a78cd38729a	pinakes-ed	3403
2026-08-25T10:02:11.015Z	d5d08b35-a434-4d40-acb6-aca142548fec	coder	5188
2026-08-25T10:05:54.257Z	d5d08b35-a434-4d40-acb6-aca142548fec	coder	4782
2026-08-25T10:08:14.047Z	d5d08b35-a434-4d40-acb6-aca142548fec	coder	4957
2026-08-25T10:11:28.863Z	d5d08b35-a434-4d40-acb6-aca142548fec	coder	4568
